Date,Open,High,Low,Close,Adj Close,Volume
26/07/2022,3602.01001,3604.370117,3571.840088,3575.360107,3575.360107,26051200
25/07/2022,3592.330078,3619.52002,3572.75,3604.159912,3604.159912,28368100
22/07/2022,3589.959961,3625.159912,3577.810059,3596.48999,3596.48999,37701200
21/07/2022,3581.719971,3611.100098,3554.689941,3596.51001,3596.51001,50380200
20/07/2022,3583.860107,3605.320068,3546.459961,3585.23999,3585.23999,40305000
19/07/2022,3498.429932,3593.780029,3473.639893,3587.439941,3587.439941,38039300
18/07/2022,3480.360107,3532.610107,3480.360107,3511.860107,3511.860107,33832300
15/07/2022,3402.679932,3480.850098,3394.02002,3477.199951,3477.199951,42287500
14/07/2022,3449.340088,3454.26001,3372.120117,3396.610107,3396.610107,44508800
13/07/2022,3481.820068,3481.820068,3409.540039,3453.969971,3453.969971,30818000
12/07/2022,3457.149902,3489.370117,3425.590088,3487.050049,3487.050049,43011800
11/07/2022,3485,3492.110107,3440.139893,3471.689941,3471.689941,25927600
08/07/2022,3484.709961,3510.860107,3454.51001,3506.550049,3506.550049,30502700
07/07/2022,3443.25,3493.939941,3443.25,3488.5,3488.5,37434300
06/07/2022,3368.51001,3438.959961,3368.51001,3421.840088,3421.840088,37702500
05/07/2022,3464.389893,3477.040039,3357.060059,3359.830078,3359.830078,40506100
01/07/2022,3450.620117,3471.25,3405.439941,3448.310059,3448.310059,34144000
30/06/2022,3501.199951,3501.199951,3414.73999,3454.860107,3454.860107,47870300
29/06/2022,3534.820068,3534.820068,3495.179932,3514.320068,3514.320068,27093600
28/06/2022,3545.919922,3583.459961,3545.889893,3549.290039,3549.290039,28200500
27/06/2022,3537.860107,3595.669922,3523.969971,3538.879883,3538.879883,33202600
24/06/2022,3443.280029,3538.939941,3443.280029,3533.169922,3533.169922,33373800
23/06/2022,3456.350098,3481.850098,3411.830078,3436.290039,3436.290039,39573200
22/06/2022,3494,3494,3413.040039,3464.639893,3464.639893,31496400
21/06/2022,3469.830078,3524.23999,3469.830078,3494,3494,28682300
17/06/2022,3433.560059,3485.939941,3422.780029,3438.459961,3438.459961,73481500
16/06/2022,3528.110107,3528.110107,3420.649902,3427.909912,3427.909912,40203200
15/06/2022,3496.280029,3549.27002,3487.439941,3532.320068,3532.320068,42377900
14/06/2022,3512.040039,3540.870117,3466.689941,3475.179932,3475.179932,35902300
13/06/2022,3581.870117,3581.870117,3494.310059,3502.5,3502.5,48850900
10/06/2022,3716.560059,3716.560059,3596.639893,3599.199951,3599.199951,56996300
09/06/2022,3780.030029,3788.969971,3719.52002,3724.449951,3724.449951,32691000
08/06/2022,3815.77002,3823.97998,3768.429932,3788.929932,3788.929932,27006900
07/06/2022,3830.209961,3830.209961,3783.350098,3806.73999,3806.73999,22608200
03/06/2022,3813.290039,3822.370117,3777.469971,3783.659912,3783.659912,20349100
02/06/2022,3761.189941,3799.179932,3761.189941,3795.129883,3795.129883,18420000
01/06/2022,3800.100098,3813.040039,3755.060059,3759.540039,3759.540039,29497900
31/05/2022,3833.030029,3833.72998,3780.409912,3789.209961,3789.209961,53942600
30/05/2022,3817.709961,3852.679932,3817.709961,3841.620117,3841.620117,25414500
27/05/2022,3744.629883,3808.860107,3744.629883,3808.860107,3808.860107,27506100
25/05/2022,3652.389893,3690.820068,3633.780029,3677.100098,3677.100098,32818300
24/05/2022,3700.120117,3700.120117,3645.51001,3647.560059,3647.560059,31888600
23/05/2022,3669.530029,3708.389893,3653.139893,3708.389893,3708.389893,31080500
20/05/2022,3650.090088,3710.669922,3645.77002,3657.030029,3657.030029,37523800
19/05/2022,3662.530029,3662.530029,3592.01001,3633.330078,3633.330078,32438400
18/05/2022,3745.23999,3752.290039,3684.360107,3690.73999,3690.73999,27470800
17/05/2022,3696.01001,3752.139893,3696.01001,3741.51001,3741.51001,29254100
16/05/2022,3695.780029,3705.22998,3660.189941,3685.340088,3685.340088,25624100
13/05/2022,3628.25,3703.419922,3628.25,3703.419922,3703.419922,30820400
12/05/2022,3617.709961,3637.620117,3544.560059,3613.429932,3613.429932,37608100
11/05/2022,3575.159912,3647.870117,3553.719971,3647.870117,3647.870117,40397400
10/05/2022,3537.659912,3611.080078,3537.659912,3554.800049,3554.800049,36975300
09/05/2022,3618.449951,3628.25,3526.860107,3526.860107,3526.860107,34328300
06/05/2022,3678.850098,3678.850098,3602.77002,3629.169922,3629.169922,47206400
05/05/2022,3744.909912,3814.110107,3684.449951,3696.629883,3696.629883,41075500
04/05/2022,3758.439941,3767.659912,3724.949951,3724.98999,3724.98999,26726600
03/05/2022,3738.48999,3773.300049,3727.52002,3761.189941,3761.189941,31995200
02/05/2022,3772.909912,3772.909912,3692.820068,3732.439941,3732.439941,29907400
29/04/2022,3785.580078,3833.889893,3785.580078,3802.860107,3802.860107,35628500
28/04/2022,3750.209961,3809.23999,3731.949951,3777.02002,3777.02002,34553600
27/04/2022,3719.350098,3748.969971,3675.540039,3734.639893,3734.639893,44556600
26/04/2022,3769.659912,3804.959961,3717.97998,3721.360107,3721.360107,43591400
25/04/2022,3826.959961,3826.959961,3739.669922,3757.590088,3757.590088,34942000
22/04/2022,3905.800049,3905.800049,3838.189941,3840.01001,3840.01001,36305200
21/04/2022,3901.330078,3954.300049,3897.459961,3928.030029,3928.030029,28253800
20/04/2022,3835.159912,3905.75,3833.459961,3896.810059,3896.810059,33043600
19/04/2022,3842.070068,3848.629883,3793.469971,3830.76001,3830.76001,27117700
14/04/2022,3834.330078,3859.590088,3823.850098,3848.679932,3848.679932,31407300
13/04/2022,3827.469971,3833.97998,3788.870117,3827.959961,3827.959961,27163700
12/04/2022,3818.76001,3853.22998,3763.320068,3831.469971,3831.469971,33593000
11/04/2022,3845.699951,3870.060059,3813.159912,3839.620117,3839.620117,28850700
08/04/2022,3812.080078,3872.590088,3812.080078,3858.370117,3858.370117,32208000
07/04/2022,3836.459961,3874.290039,3797.600098,3802.01001,3802.01001,34691100
06/04/2022,3915.530029,3915.530029,3792.560059,3824.689941,3824.689941,46123100
05/04/2022,3952.580078,3969.040039,3896.620117,3917.850098,3917.850098,33315200
04/04/2022,3925.27002,3956.590088,3891,3951.120117,3951.120117,26730400
01/04/2022,3906.570068,3935.72998,3895.699951,3918.679932,3918.679932,28145300
31/03/2022,3964.01001,3979.699951,3902.52002,3902.52002,3902.52002,35964000
30/03/2022,3997.459961,3997.459961,3942.810059,3959.139893,3959.139893,34135500
29/03/2022,3906.469971,4024.889893,3906.469971,4002.179932,4002.179932,50862600
28/03/2022,3870.330078,3946.780029,3870.330078,3887.100098,3887.100098,33829800
25/03/2022,3871.340088,3903.939941,3853.350098,3867.72998,3867.72998,28929500
24/03/2022,3874.320068,3892.909912,3845.439941,3863.389893,3863.389893,31635100
23/03/2022,3934.129883,3937.810059,3853.540039,3869.219971,3869.219971,34113400
22/03/2022,3886.26001,3935.449951,3886.26001,3926.120117,3926.120117,32175200
21/03/2022,3900.840088,3914.080078,3877.590088,3881.800049,3881.800049,30428700
18/03/2022,3886.48999,3902.439941,3824.02002,3902.439941,3902.439941,63142100
17/03/2022,3901.699951,3913.719971,3843.100098,3885.320068,3885.320068,47894200
16/03/2022,3766.790039,3929.959961,3766.790039,3889.689941,3889.689941,64059900
15/03/2022,3723.22998,3753.26001,3641.5,3738.110107,3738.110107,43611100
14/03/2022,3694.76001,3789.580078,3694.76001,3741.100098,3741.100098,41810600
11/03/2022,3657.370117,3801.47998,3630.280029,3686.780029,3686.780029,56506500
10/03/2022,3764.639893,3764.639893,3627.129883,3651.389893,3651.389893,61005800
09/03/2022,3548.48999,3766.02002,3548.48999,3766.02002,3766.02002,75625000
08/03/2022,3489.159912,3610.949951,3469.199951,3505.290039,3505.290039,71843700
07/03/2022,3529.570068,3599.929932,3387,3512.219971,3512.219971,82263800
04/03/2022,3723.969971,3723.969971,3556.01001,3556.01001,3556.01001,74416700
03/03/2022,3819.139893,3841.919922,3731.350098,3741.780029,3741.780029,50887800
02/03/2022,3755.27002,3849.719971,3720.719971,3820.590088,3820.590088,67451800
01/03/2022,3920.030029,3923.75,3765.850098,3765.850098,3765.850098,71926900
28/02/2022,3940.98999,3940.98999,3825.080078,3924.22998,3924.22998,77052100
25/02/2022,3836.850098,3970.830078,3829.280029,3970.689941,3970.689941,66184900
24/02/2022,3939.51001,3939.51001,3765.419922,3829.290039,3829.290039,88823100
23/02/2022,3991.659912,4054.169922,3962.790039,3973.409912,3973.409912,32529000
22/02/2022,3960.199951,4016.459961,3894.98999,3985.469971,3985.469971,43502500
18/02/2022,4107.720215,4128.72998,4054.719971,4074.280029,4074.280029,32432200
17/02/2022,4139.879883,4158.439941,4092.790039,4113.189941,4113.189941,32105300
16/02/2022,4149.560059,4180.319824,4117.169922,4137.220215,4137.220215,31014500
15/02/2022,4059.25,4143.709961,4043.570068,4143.709961,4143.709961,38905400
14/02/2022,4125.310059,4125.310059,4002.909912,4064.449951,4064.449951,53341700
11/02/2022,4170.72998,4177.910156,4133.350098,4155.22998,4155.22998,39788800
10/02/2022,4208.200195,4239.609863,4169.839844,4197.069824,4197.069824,46945200
09/02/2022,4140.410156,4208.759766,4140.410156,4204.089844,4204.089844,45881400
08/02/2022,4117.209961,4156.169922,4103.629883,4129.25,4129.25,39831700
07/02/2022,4101.890137,4131.839844,4074.860107,4120.560059,4120.560059,38510200
04/02/2022,4154.75,4167.870117,4067.51001,4086.580078,4086.580078,47412800
03/02/2022,4215.410156,4215.410156,4141.02002,4141.02002,4141.02002,47345600
02/02/2022,4242.740234,4259.279785,4222.049805,4222.049805,4222.049805,37636600
01/02/2022,4184.629883,4232.439941,4184.629883,4224.450195,4224.450195,33003900
31/01/2022,4161.77002,4200.830078,4134.069824,4174.600098,4174.600098,39621200
28/01/2022,4174.569824,4181.22998,4071.709961,4136.910156,4136.910156,35332400
27/01/2022,4144.779785,4204.859863,4088.909912,4184.970215,4184.970215,42382400
26/01/2022,4096.509766,4188.169922,4096.509766,4164.600098,4164.600098,36434800
25/01/2022,4078.810059,4112.25,4039.52002,4078.26001,4078.26001,33488900
24/01/2022,4213.830078,4224.470215,4035.280029,4054.360107,4054.360107,45808100
21/01/2022,4278.180176,4278.180176,4188.930176,4229.560059,4229.560059,43750100
20/01/2022,4271.25,4300.640137,4248.009766,4299.609863,4299.609863,31731200
19/01/2022,4249.399902,4302.169922,4234.620117,4268.279785,4268.279785,34560000
18/01/2022,4293.580078,4293.580078,4234.290039,4257.819824,4257.819824,29766200
14/01/2022,4307.47998,4307.47998,4256.609863,4272.189941,4272.189941,34933600
13/01/2022,4319.259766,4335.490234,4294.990234,4315.899902,4315.899902,31408300
12/01/2022,4306.25,4328.759766,4289,4316.390137,4316.390137,39871000
11/01/2022,4251.799805,4303.169922,4251.799805,4281.540039,4281.540039,26401700
10/01/2022,4312.129883,4324.640137,4231.060059,4239.52002,4239.52002,31296700
07/01/2022,4331.069824,4335.720215,4279.709961,4305.830078,4305.830078,31689000
06/01/2022,4372.450195,4372.450195,4304.540039,4324.810059,4324.810059,32675500
05/01/2022,4368.779785,4395.779785,4367.029785,4392.149902,4392.149902,29744700
04/01/2022,4346.450195,4390.589844,4342.25,4367.620117,4367.620117,32585300
03/01/2022,4303.939941,4348.660156,4303.939941,4331.819824,4331.819824,25841400
30/12/2021,4286.629883,4309.540039,4285.290039,4306.069824,4306.069824,18578400
29/12/2021,4311.129883,4312.450195,4271.370117,4284.830078,4284.830078,16659800
28/12/2021,4290.540039,4319.689941,4287.109863,4311.930176,4311.930176,16909200
27/12/2021,4249.899902,4293.890137,4240.490234,4287.97998,4287.97998,13904700
23/12/2021,4221.899902,4270.290039,4221.899902,4265.859863,4265.859863,20498000
22/12/2021,4180.890137,4217.060059,4167.890137,4217.060059,4217.060059,19256600
21/12/2021,4120.47998,4174.990234,4120.47998,4174.990234,4174.990234,23844700
20/12/2021,4140.330078,4140.330078,4046.689941,4107.129883,4107.129883,30146400
17/12/2021,4195.939941,4195.939941,4130.359863,4161.350098,4161.350098,59792700
16/12/2021,4198.25,4250.899902,4198.25,4201.870117,4201.870117,35425700
15/12/2021,4147.160156,4176.140137,4147.160156,4159.680176,4159.680176,25819200
14/12/2021,4198.899902,4210.52002,4143.5,4144.509766,4144.509766,28737700
13/12/2021,4206.450195,4241.120117,4176.970215,4183.040039,4183.040039,24169200
10/12/2021,4198.180176,4221.569824,4178.660156,4199.160156,4199.160156,25370900
09/12/2021,4242.660156,4246.52002,4201.850098,4208.299805,4208.299805,26129200
08/12/2021,4273.319824,4288.200195,4233.089844,4233.089844,4233.089844,32546900
07/12/2021,4157.720215,4277.029785,4157.720215,4276.200195,4276.200195,34420800
06/12/2021,4095.389893,4146.160156,4078.639893,4137.109863,4137.109863,30033400
03/12/2021,4118.97998,4150.419922,4059.02002,4080.149902,4080.149902,33308500
02/12/2021,4157.700195,4157.700195,4086.820068,4108.02002,4108.02002,36900400
01/12/2021,4080.850098,4187.859863,4080.850098,4179.149902,4179.149902,37478200
30/11/2021,4089.51001,4110.959961,4027.429932,4063.060059,4063.060059,67918500
29/11/2021,4117.790039,4154.149902,4097.97998,4109.509766,4109.509766,42566100
26/11/2021,4213.930176,4213.930176,4086.659912,4089.580078,4089.580078,66887000
24/11/2021,4284.600098,4305.490234,4240.779785,4276.25,4276.25,32984600
23/11/2021,4320.410156,4328.47998,4267.22998,4283.819824,4283.819824,31499500
22/11/2021,4361.950195,4371.600098,4336.169922,4338.689941,4338.689941,35014300
19/11/2021,4385.660156,4401.919922,4333.859863,4356.470215,4356.470215,53668100
18/11/2021,4400.72998,4415.22998,4377.72998,4383.700195,4383.700195,30449200
17/11/2021,4399.25,4409.240234,4399.25,4400.810059,4400.810059,21946300
16/11/2021,4393.799805,4406.459961,4389.52002,4401.490234,4401.490234,23199400
15/11/2021,4364.52002,4386.189941,4364.52002,4386.189941,4386.189941,22953300
12/11/2021,4357.899902,4372.319824,4352.430176,4370.330078,4370.330078,21906700
11/11/2021,4347.259766,4358.799805,4334.930176,4358,4358,21881800
10/11/2021,4349.799805,4358.459961,4330.290039,4348.819824,4348.819824,26208000
09/11/2021,4346.620117,4364.040039,4337.660156,4344.629883,4344.629883,24140500
08/11/2021,4359.740234,4366.540039,4352.450195,4352.529785,4352.529785,24731400
05/11/2021,4330.140137,4375.040039,4330.140137,4363.040039,4363.040039,31450400
04/11/2021,4314.509766,4340.810059,4314.509766,4333.339844,4333.339844,37958100
03/11/2021,4292.589844,4309.660156,4291.100098,4309.609863,4309.609863,28690300
02/11/2021,4276.720215,4297.450195,4273.100098,4296.220215,4296.220215,24980200
01/11/2021,4256.930176,4291.810059,4256.930176,4280.470215,4280.470215,28152400
29/10/2021,4228.72998,4250.680176,4187.810059,4250.560059,4250.560059,35857400
28/10/2021,4220.740234,4236.200195,4213.169922,4233.870117,4233.870117,29454600
27/10/2021,4220.740234,4226.990234,4205.419922,4220.879883,4220.879883,30330600
26/10/2021,4187.549805,4230.879883,4187.549805,4223.970215,4223.970215,26048800
25/10/2021,4194.839844,4198.970215,4185.140137,4188.310059,4188.310059,25371300
22/10/2021,4158.439941,4203.669922,4158.439941,4188.810059,4188.810059,23223000
21/10/2021,4163.620117,4166.5,4140.060059,4155.72998,4155.72998,23622000
20/10/2021,4164.5,4178.950195,4143.830078,4172.169922,4172.169922,26139300
19/10/2021,4159.220215,4169.609863,4151.439941,4166.830078,4166.830078,29474200
18/10/2021,4177.72998,4177.72998,4131.410156,4151.399902,4151.399902,32046900
15/10/2021,4160.040039,4186.609863,4159.069824,4182.910156,4182.910156,52844100
14/10/2021,4088.139893,4151.759766,4088.139893,4149.060059,4149.060059,34747300
13/10/2021,4052.47998,4092.72998,4040.310059,4083.280029,4083.280029,30575100
12/10/2021,4058.540039,4063.47998,4019.550049,4055.090088,4055.090088,27490700
11/10/2021,4071.149902,4076.800049,4043.780029,4072.52002,4072.52002,28502200
08/10/2021,4097.120117,4101.959961,4073.290039,4073.290039,4073.290039,30081000
07/10/2021,4037.47998,4099.390137,4037.47998,4098.339844,4098.339844,44367100
06/10/2021,4049.639893,4049.639893,3965.870117,4012.649902,4012.649902,45053800
05/10/2021,4002.610107,4066.639893,4001.419922,4065.429932,4065.429932,43061600
04/10/2021,4026.699951,4037.350098,3993.870117,3996.409912,3996.409912,26074700
01/10/2021,4037.159912,4055.01001,3981.810059,4035.300049,4035.300049,34489200
30/09/2021,4089.159912,4116.350098,4048.080078,4048.080078,4048.080078,39716900
29/09/2021,4070.449951,4108.220215,4070.449951,4080.219971,4080.219971,28452300
28/09/2021,4160.470215,4160.470215,4056.169922,4058.820068,4058.820068,42079300
27/09/2021,4164.629883,4196.069824,4159.600098,4165.47998,4165.47998,38017500
24/09/2021,4188.430176,4188.430176,4149.939941,4158.509766,4158.509766,26615400
23/09/2021,4158.209961,4206.109863,4158.209961,4194.919922,4194.919922,34075700
22/09/2021,4104.430176,4150.189941,4104.430176,4150.189941,4150.189941,32150600
21/09/2021,4049.689941,4106.759766,4049.689941,4097.509766,4097.509766,36490700
20/09/2021,4102.189941,4102.189941,4011.48999,4043.629883,4043.629883,50987600
17/09/2021,4180.279785,4213.72998,4119.27002,4130.839844,4130.839844,69032400
16/09/2021,4151.629883,4190.169922,4151.629883,4169.870117,4169.870117,33372200
15/09/2021,4188.919922,4196.600098,4145.939941,4145.939941,4145.939941,33864000
14/09/2021,4188.350098,4202.439941,4163.950195,4191.669922,4191.669922,26396800
13/09/2021,4174.669922,4210.620117,4174.669922,4189.529785,4189.529785,25543800
10/09/2021,4184.049805,4205.220215,4161.089844,4170.350098,4170.350098,23727900
09/09/2021,4171.459961,4194.589844,4134.799805,4177.109863,4177.109863,23634700
08/09/2021,4219.819824,4219.819824,4160.370117,4177.149902,4177.149902,28205800
07/09/2021,4244.399902,4245.759766,4219.859863,4225.009766,4225.009766,19617700
03/09/2021,4234.259766,4234.259766,4182.959961,4201.97998,4201.97998,22430000
02/09/2021,4225.029785,4239.02002,4219.419922,4232.100098,4232.100098,18496400
01/09/2021,4207,4251.390137,4207,4227.27002,4227.27002,28014200
31/08/2021,4201.77002,4222.620117,4175.319824,4196.410156,4196.410156,32956600
30/08/2021,4191.990234,4202.870117,4191.790039,4198.799805,4198.799805,11036000
27/08/2021,4167.390137,4192.089844,4160.470215,4190.97998,4190.97998,14670600
26/08/2021,4172.319824,4176.279785,4141.330078,4169.870117,4169.870117,20147000
25/08/2021,4178.169922,4188.22998,4178.169922,4181.120117,4181.120117,17482400
24/08/2021,4182.680176,4197.669922,4163.689941,4178.080078,4178.080078,17977500
23/08/2021,4160.759766,4184.029785,4157.490234,4176.419922,4176.419922,20011300
20/08/2021,4125.299805,4150.660156,4105.990234,4147.5,4147.5,22116000
19/08/2021,4183.740234,4183.740234,4082.070068,4124.709961,4124.709961,31924300
18/08/2021,4197.319824,4199.5,4179.580078,4189.419922,4189.419922,22129400
17/08/2021,4197.850098,4202.02002,4172.669922,4196.399902,4196.399902,28102900
