Date,Open,High,Low,Close
28/11/2007,1469.02,1432.95,1471.62,1432.95
27/11/2007,1428.23,1409.59,1429.49,1407.43
26/11/2007,1407.22,1440.74,1446.09,1406.10
23/11/2007,1440.70,1417.62,1440.86,1417.62
21/11/2007,1416.77,1434.71,1436.40,1415.64
20/11/2007,1439.70,1434.51,1452.64,1419.28
19/11/2007,1433.27,1456.70,1456.70,1430.42
16/11/2007,1458.74,1453.09,1462.18,1443.99
15/11/2007,1451.15,1468.04,1472.67,1443.49
14/11/2007,1470.58,1483.40,1492.14,1466.47
13/11/2007,1481.05,1441.35,1481.37,1441.35
12/11/2007,1439.18,1453.66,1464.94,1438.53
09/11/2007,1453.70,1467.59,1474.09,1448.51
08/11/2007,1474.77,1475.27,1482.50,1450.31
07/11/2007,1475.62,1515.46,1515.46,1475.04
06/11/2007,1520.27,1505.33,1520.77,1499.07
05/11/2007,1502.17,1505.61,1510.84,1489.95
02/11/2007,1509.65,1511.07,1513.15,1492.53
01/11/2007,1508.44,1545.79,1545.79,1506.66
31/10/2007,1549.38,1532.15,1552.76,1529.40
30/10/2007,1531.02,1539.42,1539.42,1529.55
