Date,Open,High,Low,Close,,,,,,,Date SP,Date EUR,,,,
22.10.2001,"1.089,90","1.073,50","1.090,60","1.070,30",,,,,,,22.10.2001,12/03/2001,,,,
19.10.2001,"1.073,50","1.066,60","1.075,50","1.057,20",,,,,,,19.10.2001,11/30/2001,,,,
18.10.2001,"1.068,60","1.074,40","1.077,90","1.064,50",,,,,,,18.10.2001,11/29/2001,,,,
17.10.2001,"1.077,10","1.107,60","1.107,10","1.076,60",,,,,,,17.10.2001,11/28/2001,,,,
16.10.2001,"1.097,50","1.093,70","1.101,70","1.087,10",,,,,,,16.10.2001,11/27/2001,,,,
15.10.2001,"1.090,00","1.083,40","1.091,70","1.078,20",,,,,,,15.10.2001,11/26/2001,,,,
12.10.2001,"1.091,70","1.088,40","1.097,40","1.072,20",,,,,,,12.10.2001,11/23/2001,,,,
11.10.2001,"1.097,40","1.081,00","1.099,20","1.081,00",,,,,,,11.10.2001,11/22/2001,,,,
10.10.2001,"1.081,00","1.055,30","1.081,60","1.052,70",,,,,,,10.10.2001,11/21/2001,,,,
09.10.2001,"1.056,80","1.062,90","1.063,40","1.053,80",,,,,,,09.10.2001,11/20/2001,,,,
08.10.2001,"1.062,40","1.060,30","1.071,40","1.056,90",,,,,,,08.10.2001,11/19/2001,,,,
05.10.2001,"1.071,40","1.069,60","1.072,30","1.053,50",,,,,,,05.10.2001,11/16/2001,,,,
04.10.2001,"1.069,60","1.072,30","1.084,10","1.067,80",,,,,,,04.10.2001,11/15/2001,,,,
03.10.2001,"1.072,30","1.042,90","1.075,40","1.041,50",,,,,,,03.10.2001,11/14/2001,,,,
02.10.2001,"1.051,30","1.037,60","1.051,30","1.034,50",,,,,,,02.10.2001,11/13/2001,,,,
01.10.2001,"1.038,50","1.037,90","1.040,90","1.026,80",,,,,,,01.10.2001,11/12/2001,,,,
28.09.2001,"1.040,90","1.028,50","1.040,90","1.018,60",,,,,,,28.09.2001,11/09/2001,,,,
27.09.2001,"1.018,60","1.007,00","1.018,90","998,20",,,,,,,27.09.2001,11/08/2001,,,,
26.09.2001,"1.007,00","1.012,30","1.020,30","1.002,60",,,,,,,26.09.2001,11/07/2001,,,,
25.09.2001,"1.012,30","1.003,50","1.017,10","998,30",,,,,,,25.09.2001,11/06/2001,,,,
24.09.2001,"1.003,50","965,80","1.008,40","965,80",,,,,,,24.09.2001,11/05/2001,,,,
21.09.2001,"965,80","984,50","984,50","944,80",,,,,,,21.09.2001,11/02/2001,,,,
20.09.2001,"984,50","1.016,10","1.016,10","984,50",,,,,,,20.09.2001,11/01/2001,,,,
19.09.2001,"1.016,10","1.032,70","1.038,90","984,60",,,,,,,19.09.2001,10/31/2001,,,,
18.09.2001,"1.032,70","1.038,80","1.046,40","1.029,20",,,,,,,18.09.2001,10/30/2001,,,,
17.09.2001,"1.038,80","1.092,50","1.092,50","1.037,50",,,,,,,17.09.2001,10/29/2001,,,,
10.09.2001,"1.092,50","1.085,80","1.096,90","1.073,20",,,,,,,10.09.2001,10/26/2001,,,,
07.09.2001,"1.085,80","1.106,40","1.106,40","1.082,10",,,,,,,07.09.2001,10/25/2001,,,,
06.09.2001,"1.106,40","1.131,70","1.131,70","1.105,80",,,,,,,06.09.2001,10/24/2001,,,,
05.09.2001,"1.131,70","1.132,90","1.135,50","1.114,90",,,,,,,05.09.2001,10/23/2001,,,,
04.09.2001,"1.132,90","1.133,60","1.155,40","1.129,10",,,,,,,04.09.2001,10/22/2001,,,,
31.08.2001,"1.133,60","1.129,00","1.141,80","1.126,40",,,,,,,31.08.2001,10/19/2001,,,,
30.08.2001,"1.129,00","1.148,60","1.151,80","1.124,90",,,,,,,30.08.2001,10/18/2001,,,,
29.08.2001,"1.148,60","1.161,50","1.167,00","1.147,40",,,,,,,29.08.2001,10/17/2001,,,,
28.08.2001,"1.161,50","1.179,20","1.179,70","1.161,20",,,,,,,28.08.2001,10/16/2001,,,,
27.08.2001,"1.179,20","1.184,90","1.186,80","1.178,10",,,,,,,27.08.2001,10/15/2001,,,,
24.08.2001,"1.184,90","1.162,10","1.185,20","1.162,10",,,,,,,24.08.2001,10/12/2001,,,,
23.08.2001,"1.162,10","1.165,30","1.169,90","1.161,00",,,,,,,23.08.2001,10/11/2001,,,,
22.08.2001,"1.165,30","1.157,30","1.168,60","1.153,30",,,,,,,22.08.2001,10/10/2001,,,,
21.08.2001,"1.157,30","1.171,40","1.179,80","1.156,60",,,,,,,21.08.2001,10/09/2001,,,,
20.08.2001,"1.171,40","1.162,00","1.171,40","1.160,90",,,,,,,20.08.2001,10/08/2001,,,,
17.08.2001,"1.162,00","1.181,70","1.181,70","1.156,10",,,,,,,17.08.2001,10/05/2001,,,,
16.08.2001,"1.181,70","1.178,00","1.181,80","1.166,10",,,,,,,16.08.2001,10/04/2001,,,,
15.08.2001,"1.178,00","1.186,70","1.191,20","1.177,60",,,,,,,15.08.2001,10/03/2001,,,,
14.08.2001,"1.186,70","1.191,30","1.198,80","1.184,30",,,,,,,14.08.2001,10/02/2001,,,,
13.08.2001,"1.191,30","1.190,20","1.193,80","1.185,10",,,,,,,13.08.2001,10/01/2001,,,,
10.08.2001,"1.190,20","1.183,40","1.193,30","1.169,50",,,,,,,10.08.2001,09/28/2001,,,,
09.08.2001,"1.183,40","1.183,50","1.184,70","1.174,70",,,,,,,09.08.2001,09/27/2001,,,,
08.08.2001,"1.183,50","1.204,40","1.206,80","1.181,30",,,,,,,08.08.2001,09/26/2001,,,,
07.08.2001,"1.204,40","1.200,50","1.207,60","1.195,60",,,,,,,07.08.2001,09/25/2001,,,,
06.08.2001,"1.200,50","1.214,30","1.214,30","1.197,30",,,,,,,06.08.2001,09/24/2001,,,,
03.08.2001,"1.214,30","1.220,80","1.220,80","1.205,30",,,,,,,03.08.2001,09/21/2001,,,,
02.08.2001,"1.220,80","1.215,90","1.226,30","1.215,30",,,,,,,02.08.2001,09/20/2001,,,,
01.08.2001,"1.215,90","1.211,20","1.223,00","1.211,20",,,,,,,01.08.2001,09/19/2001,,,,
31.07.2001,"1.211,20","1.204,50","1.222,70","1.204,50",,,,,,,31.07.2001,09/18/2001,,,,
30.07.2001,"1.204,50","1.205,80","1.209,00","1.200,40",,,,,,,30.07.2001,09/17/2001,,,,
27.07.2001,"1.205,80","1.202,90","1.209,30","1.196,00",,,,,,,27.07.2001,09/14/2001,,,,
26.07.2001,"1.202,90","1.190,50","1.204,20","1.182,70",,,,,,,26.07.2001,09/13/2001,,,,
25.07.2001,"1.190,50","1.171,70","1.190,50","1.171,30",,,,,,,25.07.2001,09/12/2001,,,,
24.07.2001,"1.171,70","1.191,00","1.191,00","1.165,50",,,,,,,24.07.2001,09/11/2001,,,,
23.07.2001,"1.191,00","1.210,80","1.215,20","1.190,50",,,,,,,23.07.2001,09/10/2001,,,,
20.07.2001,"1.210,80","1.215,00","1.215,70","1.207,00",,,,,,,20.07.2001,09/07/2001,,,,
19.07.2001,"1.215,00","1.207,70","1.225,00","1.205,80",,,,,,,19.07.2001,09/06/2001,,,,
18.07.2001,"1.207,70","1.214,40","1.214,40","1.198,30",,,,,,,18.07.2001,09/05/2001,,,,
17.07.2001,"1.214,40","1.202,50","1.215,40","1.196,10",,,,,,,17.07.2001,09/04/2001,,,,
16.07.2001,"1.202,50","1.215,70","1.219,60","1.200,00",,,,,,,16.07.2001,09/03/2001,,,,
13.07.2001,"1.215,70","1.208,10","1.218,50","1.203,60",,,,,,,13.07.2001,08/31/2001,,,,
12.07.2001,"1.208,10","1.180,20","1.210,20","1.180,20",,,,,,,12.07.2001,08/30/2001,,,,
11.07.2001,"1.180,20","1.181,50","1.184,90","1.168,50",,,,,,,11.07.2001,08/29/2001,,,,
10.07.2001,"1.181,50","1.198,80","1.203,40","1.179,90",,,,,,,10.07.2001,08/28/2001,,,,
09.07.2001,"1.198,80","1.190,60","1.201,80","1.189,80",,,,,,,09.07.2001,08/27/2001,,,,
06.07.2001,"1.190,60","1.219,20","1.219,20","1.188,70",,,,,,,06.07.2001,08/24/2001,,,,
05.07.2001,"1.219,20","1.234,50","1.234,50","1.219,20",,,,,,,05.07.2001,08/23/2001,,,,
03.07.2001,"1.234,50","1.236,70","1.236,70","1.229,40",,,,,,,03.07.2001,08/22/2001,,,,
02.07.2001,"1.236,70","1.224,40","1.239,80","1.224,00",,,,,,,02.07.2001,08/21/2001,,,,
29.06.2001,"1.224,40","1.226,20","1.237,30","1.221,10",,,,,,,29.06.2001,08/20/2001,,,,
28.06.2001,"1.226,20","1.211,10","1.234,40","1.211,10",,,,,,,28.06.2001,08/17/2001,,,,
27.06.2001,"1.211,10","1.216,80","1.219,90","1.207,30",,,,,,,27.06.2001,08/16/2001,,,,
26.06.2001,"1.216,80","1.218,60","1.220,70","1.204,60",,,,,,,26.06.2001,08/15/2001,,,,
25.06.2001,"1.218,60","1.225,30","1.231,50","1.213,60",,,,,,,25.06.2001,08/14/2001,,,,
22.06.2001,"1.225,30","1.237,00","1.237,70","1.221,40",,,,,,,22.06.2001,08/13/2001,,,,
21.06.2001,"1.237,00","1.223,10","1.240,20","1.220,20",,,,,,,21.06.2001,08/10/2001,,,,
20.06.2001,"1.223,10","1.212,60","1.225,60","1.210,10",,,,,,,20.06.2001,08/09/2001,,,,
19.06.2001,"1.212,60","1.208,40","1.226,10","1.207,70",,,,,,,19.06.2001,08/08/2001,,,,
18.06.2001,"1.208,40","1.214,40","1.221,20","1.208,30",,,,,,,18.06.2001,08/07/2001,,,,
15.06.2001,"1.214,40","1.219,90","1.221,50","1.203,00",,,,,,,15.06.2001,08/06/2001,,,,
14.06.2001,"1.219,90","1.241,60","1.241,60","1.218,90",,,,,,,14.06.2001,08/03/2001,,,,
13.06.2001,"1.241,60","1.255,80","1.259,80","1.241,60",,,,,,,13.06.2001,08/02/2001,,,,
12.06.2001,"1.255,80","1.254,40","1.261,00","1.235,80",,,,,,,12.06.2001,08/01/2001,,,,
11.06.2001,"1.254,40","1.265,00","1.265,00","1.249,20",,,,,,,11.06.2001,07/31/2001,,,,
08.06.2001,"1.265,00","1.277,00","1.277,10","1.260,00",,,,,,,08.06.2001,07/30/2001,,,,
07.06.2001,"1.277,00","1.270,00","1.277,10","1.265,10",,,,,,,07.06.2001,07/27/2001,,,,
06.06.2001,"1.270,00","1.283,60","1.283,80","1.269,00",,,,,,,06.06.2001,07/26/2001,,,,
05.06.2001,"1.283,60","1.267,10","1.286,60","1.267,10",,,,,,,05.06.2001,07/25/2001,,,,
04.06.2001,"1.267,10","1.260,70","1.267,20","1.256,40",,,,,,,04.06.2001,07/24/2001,,,,
01.06.2001,"1.260,70","1.255,80","1.265,30","1.246,90",,,,,,,01.06.2001,07/23/2001,,,,
31.05.2001,"1.255,80","1.248,10","1.261,90","1.248,10",,,,,,,31.05.2001,07/20/2001,,,,
30.05.2001,"1.248,10","1.267,90","1.267,90","1.246,00",,,,,,,30.05.2001,07/19/2001,,,,
29.05.2001,"1.267,90","1.277,90","1.278,40","1.265,40",,,,,,,29.05.2001,07/18/2001,,,,
25.05.2001,"1.277,90","1.293,20","1.293,20","1.276,40",,,,,,,25.05.2001,07/17/2001,,,,
24.05.2001,"1.293,20","1.289,00","1.295,00","1.281,20",,,,,,,24.05.2001,07/16/2001,,,,
23.05.2001,"1.289,00","1.309,40","1.309,40","1.288,70",,,,,,,23.05.2001,07/13/2001,,,,
22.05.2001,"1.309,40","1.312,80","1.315,90","1.306,90",,,,,,,22.05.2001,07/12/2001,,,,
21.05.2001,"1.312,80","1.292,00","1.313,00","1.287,90",,,,,,,21.05.2001,07/11/2001,,,,
18.05.2001,"1.292,00","1.288,50","1.292,10","1.281,20",,,,,,,18.05.2001,07/10/2001,,,,
17.05.2001,"1.288,50","1.285,00","1.296,50","1.282,70",,,,,,,17.05.2001,07/09/2001,,,,
16.05.2001,"1.285,00","1.249,40","1.286,40","1.243,00",,,,,,,16.05.2001,07/06/2001,,,,
15.05.2001,"1.249,40","1.248,90","1.257,50","1.245,40",,,,,,,15.05.2001,07/05/2001,,,,
14.05.2001,"1.248,90","1.245,70","1.249,70","1.241,00",,,,,,,14.05.2001,07/04/2001,,,,
11.05.2001,"1.245,70","1.255,20","1.259,80","1.240,80",,,,,,,11.05.2001,07/03/2001,,,,
10.05.2001,"1.255,20","1.255,50","1.268,10","1.254,60",,,,,,,10.05.2001,07/02/2001,,,,
09.05.2001,"1.255,50","1.261,20","1.261,70","1.247,80",,,,,,,09.05.2001,06/29/2001,,,,
08.05.2001,"1.261,20","1.266,70","1.267,00","1.253,00",,,,,,,08.05.2001,06/28/2001,,,,
07.05.2001,"1.263,50","1.266,60","1.270,00","1.259,20",,,,,,,07.05.2001,06/27/2001,,,,
04.05.2001,"1.266,60","1.248,60","1.267,50","1.232,00",,,,,,,04.05.2001,06/26/2001,,,,
03.05.2001,"1.248,60","1.267,40","1.267,40","1.239,90",,,,,,,03.05.2001,06/25/2001,,,,
02.05.2001,"1.267,40","1.266,40","1.272,90","1.257,70",,,,,,,02.05.2001,06/22/2001,,,,
01.05.2001,"1.266,40","1.249,50","1.266,50","1.243,50",,,,,,,01.05.2001,06/21/2001,,,,
30.04.2001,"1.249,50","1.253,00","1.269,30","1.244,00",,,,,,,30.04.2001,06/20/2001,,,,
27.04.2001,"1.253,00","1.234,50","1.253,10","1.234,50",,,,,,,27.04.2001,06/19/2001,,,,
26.04.2001,"1.234,50","1.228,80","1.248,30","1.228,80",,,,,,,26.04.2001,06/18/2001,,,,
25.04.2001,"1.228,80","1.209,50","1.232,40","1.207,40",,,,,,,25.04.2001,06/15/2001,,,,
24.04.2001,"1.209,50","1.224,40","1.233,50","1.208,90",,,,,,,24.04.2001,06/14/2001,,,,
23.04.2001,"1.224,40","1.243,00","1.243,00","1.217,50",,,,,,,23.04.2001,06/13/2001,,,,
20.04.2001,"1.243,00","1.253,70","1.253,70","1.234,40",,,,,,,20.04.2001,06/12/2001,,,,
19.04.2001,"1.253,70","1.238,20","1.253,70","1.233,40",,,,,,,19.04.2001,06/11/2001,,,,
18.04.2001,"1.238,20","1.191,80","1.248,40","1.191,80",,,,,,,18.04.2001,06/08/2001,,,,
17.04.2001,"1.191,80","1.179,70","1.192,20","1.168,90",,,,,,,17.04.2001,06/07/2001,,,,
16.04.2001,"1.179,70","1.183,50","1.184,60","1.167,40",,,,,,,16.04.2001,06/06/2001,,,,
12.04.2001,"1.183,50","1.165,90","1.183,50","1.157,70",,,,,,,12.04.2001,06/05/2001,,,,
11.04.2001,"1.165,90","1.168,40","1.182,20","1.160,30",,,,,,,11.04.2001,06/04/2001,,,,
10.04.2001,"1.168,40","1.137,60","1.173,90","1.137,60",,,,,,,10.04.2001,06/01/2001,,,,
09.04.2001,"1.137,60","1.128,40","1.146,10","1.126,40",,,,,,,09.04.2001,05/31/2001,,,,
06.04.2001,"1.128,40","1.151,40","1.151,40","1.119,30",,,,,,,06.04.2001,05/30/2001,,,,
05.04.2001,"1.151,40","1.103,20","1.151,50","1.103,20",,,,,,,05.04.2001,05/29/2001,,,,
04.04.2001,"1.103,20","1.106,50","1.117,50","1.092,00",,,,,,,04.04.2001,05/28/2001,,,,
03.04.2001,"1.106,50","1.145,90","1.145,90","1.100,20",,,,,,,03.04.2001,05/25/2001,,,,
02.04.2001,"1.145,90","1.160,30","1.169,50","1.137,50",,,,,,,02.04.2001,05/24/2001,,,,
30.03.2001,"1.160,30","1.148,00","1.162,80","1.143,80",,,,,,,30.03.2001,05/23/2001,,,,
29.03.2001,"1.148,00","1.153,30","1.161,70","1.136,30",,,,,,,29.03.2001,05/22/2001,,,,
28.03.2001,"1.153,30","1.182,20","1.182,20","1.147,80",,,,,,,28.03.2001,05/21/2001,,,,
27.03.2001,"1.182,20","1.152,70","1.183,40","1.151,00",,,,,,,27.03.2001,05/18/2001,,,,
26.03.2001,"1.152,70","1.139,80","1.160,00","1.139,80",,,,,,,26.03.2001,05/17/2001,,,,
23.03.2001,"1.139,80","1.117,60","1.141,80","1.117,60",,,,,,,23.03.2001,05/16/2001,,,,
22.03.2001,"1.117,60","1.122,10","1.124,30","1.081,20",,,,,,,22.03.2001,05/15/2001,,,,
21.03.2001,"1.122,10","1.142,60","1.149,40","1.118,70",,,,,,,21.03.2001,05/14/2001,,,,
20.03.2001,"1.142,60","1.170,80","1.180,60","1.142,20",,,,,,,20.03.2001,05/11/2001,,,,
19.03.2001,"1.170,80","1.150,50","1.173,50","1.147,20",,,,,,,19.03.2001,05/10/2001,,,,
16.03.2001,"1.150,50","1.173,60","1.173,60","1.148,60",,,,,,,16.03.2001,05/09/2001,,,,
15.03.2001,"1.173,60","1.166,70","1.182,00","1.166,70",,,,,,,15.03.2001,05/08/2001,,,,
14.03.2001,"1.166,70","1.197,70","1.197,70","1.155,30",,,,,,,14.03.2001,05/07/2001,,,,
13.03.2001,"1.197,70","1.180,20","1.197,80","1.171,50",,,,,,,13.03.2001,05/04/2001,,,,
12.03.2001,"1.180,20","1.233,40","1.233,40","1.176,80",,,,,,,12.03.2001,05/03/2001,,,,
09.03.2001,"1.233,40","1.264,70","1.264,70","1.228,40",,,,,,,09.03.2001,05/02/2001,,,,
08.03.2001,"1.264,70","1.261,90","1.266,50","1.257,60",,,,,,,08.03.2001,05/01/2001,,,,
07.03.2001,"1.261,90","1.253,80","1.263,90","1.253,80",,,,,,,07.03.2001,04/30/2001,,,,
06.03.2001,"1.253,80","1.241,40","1.267,40","1.241,40",,,,,,,06.03.2001,04/27/2001,,,,
05.03.2001,"1.241,40","1.234,20","1.242,50","1.234,00",,,,,,,05.03.2001,04/26/2001,,,,
02.03.2001,"1.234,20","1.241,20","1.251,00","1.219,70",,,,,,,02.03.2001,04/25/2001,,,,
01.03.2001,"1.241,20","1.239,90","1.241,40","1.214,50",,,,,,,01.03.2001,04/24/2001,,,,
28.02.2001,"1.239,90","1.257,90","1.263,50","1.229,70",,,,,,,28.02.2001,04/23/2001,,,,
27.02.2001,"1.257,90","1.267,70","1.272,80","1.252,30",,,,,,,27.02.2001,04/20/2001,,,,
26.02.2001,"1.267,70","1.245,90","1.267,70","1.241,70",,,,,,,26.02.2001,04/19/2001,,,,
23.02.2001,"1.245,90","1.252,80","1.252,80","1.215,40",,,,,,,23.02.2001,04/18/2001,,,,
22.02.2001,"1.252,80","1.255,30","1.259,90","1.228,30",,,,,,,22.02.2001,04/17/2001,,,,
21.02.2001,"1.255,30","1.278,90","1.283,00","1.253,20",,,,,,,21.02.2001,04/16/2001,,,,
20.02.2001,"1.278,90","1.301,50","1.307,20","1.278,40",,,,,,,20.02.2001,04/13/2001,,,,
16.02.2001,"1.301,50","1.326,60","1.326,60","1.293,20",,,,,,,16.02.2001,04/12/2001,,,,
15.02.2001,"1.326,60","1.315,90","1.331,30","1.315,90",,,,,,,15.02.2001,04/11/2001,,,,
14.02.2001,"1.315,90","1.318,80","1.320,70","1.304,70",,,,,,,14.02.2001,04/10/2001,,,,
13.02.2001,"1.318,80","1.330,30","1.336,60","1.317,50",,,,,,,13.02.2001,04/09/2001,,,,
12.02.2001,"1.330,30","1.314,80","1.331,00","1.313,60",,,,,,,12.02.2001,04/06/2001,,,,
09.02.2001,"1.314,80","1.332,50","1.332,50","1.310,00",,,,,,,09.02.2001,04/05/2001,,,,
08.02.2001,"1.332,50","1.341,10","1.350,30","1.332,40",,,,,,,08.02.2001,04/04/2001,,,,
07.02.2001,"1.340,90","1.352,30","1.352,30","1.334,30",,,,,,,07.02.2001,04/03/2001,,,,
06.02.2001,"1.352,30","1.354,30","1.363,50","1.350,00",,,,,,,06.02.2001,04/02/2001,,,,
05.02.2001,"1.354,30","1.349,50","1.354,60","1.344,50",,,,,,,05.02.2001,03/30/2001,,,,
02.02.2001,"1.349,50","1.373,50","1.376,40","1.348,70",,,,,,,02.02.2001,03/29/2001,,,,
01.02.2001,"1.373,50","1.366,00","1.373,50","1.359,30",,,,,,,01.02.2001,03/28/2001,,,,
31.01.2001,"1.366,00","1.373,70","1.383,40","1.364,70",,,,,,,31.01.2001,03/27/2001,,,,
30.01.2001,"1.373,70","1.364,20","1.375,70","1.356,20",,,,,,,30.01.2001,03/26/2001,,,,
29.01.2001,"1.364,20","1.354,90","1.365,50","1.350,40",,,,,,,29.01.2001,03/23/2001,,,,
26.01.2001,"1.355,00","1.357,50","1.357,50","1.342,80",,,,,,,26.01.2001,03/22/2001,,,,
25.01.2001,"1.357,50","1.364,30","1.367,30","1.354,60",,,,,,,25.01.2001,03/21/2001,,,,
24.01.2001,"1.364,30","1.360,40","1.369,80","1.357,30",,,,,,,24.01.2001,03/20/2001,,,,
23.01.2001,"1.360,40","1.342,90","1.362,90","1.339,60",,,,,,,23.01.2001,03/19/2001,,,,
22.01.2001,"1.342,90","1.342,50","1.353,60","1.333,80",,,,,,,22.01.2001,03/16/2001,,,,
19.01.2001,"1.342,50","1.348,00","1.354,50","1.336,70",,,,,,,19.01.2001,03/15/2001,,,,
18.01.2001,"1.348,00","1.329,90","1.352,70","1.327,40",,,,,,,18.01.2001,03/14/2001,,,,
17.01.2001,"1.329,50","1.326,70","1.346,90","1.325,40",,,,,,,17.01.2001,03/13/2001,,,,
16.01.2001,"1.326,70","1.318,30","1.327,80","1.313,30",,,,,,,16.01.2001,03/12/2001,,,,
12.01.2001,"1.318,30","1.326,80","1.333,20","1.311,60",,,,,,,12.01.2001,03/09/2001,,,,
11.01.2001,"1.326,80","1.313,30","1.332,20","1.309,70",,,,,,,11.01.2001,03/08/2001,,,,
10.01.2001,"1.313,30","1.300,80","1.313,80","1.287,30",,,,,,,10.01.2001,03/07/2001,,,,
09.01.2001,"1.300,80","1.295,90","1.311,70","1.295,10",,,,,,,09.01.2001,03/06/2001,,,,
08.01.2001,"1.295,90","1.298,30","1.298,30","1.276,30",,,,,,,08.01.2001,03/05/2001,,,,
05.01.2001,"1.298,30","1.333,30","1.334,80","1.295,00",,,,,,,05.01.2001,03/02/2001,,,,
04.01.2001,"1.333,30","1.347,60","1.350,20","1.329,10",,,,,,,04.01.2001,03/01/2001,,,,
03.01.2001,"1.347,60","1.283,30","1.347,80","1.274,60",,,,,,,03.01.2001,02/28/2001,,,,
02.01.2001,"1.283,30","1.320,30","1.320,30","1.276,00",,,,,,,02.01.2001,02/27/2001,,,,
29.12.2000,"1.320,30","1.334,20","1.340,10","1.317,50",,,,,,,29.12.2000,02/26/2001,,,,
28.12.2000,"1.334,20","1.328,90","1.335,90","1.325,80",,,,,,,28.12.2000,02/23/2001,,,,
27.12.2000,"1.328,90","1.315,20","1.332,00","1.311,00",,,,,,,27.12.2000,02/22/2001,,,,
26.12.2000,"1.315,20","1.306,00","1.315,90","1.301,60",,,,,,,26.12.2000,02/21/2001,,,,
22.12.2000,"1.306,00","1.274,90","1.306,00","1.274,90",,,,,,,22.12.2000,02/20/2001,,,,
21.12.2000,"1.274,90","1.264,70","1.285,30","1.254,10",,,,,,,21.12.2000,02/19/2001,,,,
20.12.2000,"1.264,70","1.305,60","1.305,60","1.261,20",,,,,,,20.12.2000,02/16/2001,,,,
19.12.2000,"1.305,60","1.323,00","1.346,40","1.305,20",,,,,,,19.12.2000,02/15/2001,,,,
18.12.2000,"1.322,70","1.312,20","1.332,30","1.312,20",,,,,,,18.12.2000,02/14/2001,,,,
15.12.2000,"1.312,20","1.340,90","1.340,90","1.305,40",,,,,,,15.12.2000,02/13/2001,,,,
14.12.2000,"1.340,90","1.360,00","1.360,00","1.340,50",,,,,,,14.12.2000,02/12/2001,,,,
13.12.2000,"1.360,00","1.371,20","1.385,80","1.358,50",,,,,,,13.12.2000,02/09/2001,,,,
12.12.2000,"1.371,20","1.380,20","1.380,30","1.370,30",,,,,,,12.12.2000,02/08/2001,,,,
11.12.2000,"1.380,20","1.369,90","1.389,00","1.364,10",,,,,,,11.12.2000,02/07/2001,,,,
08.12.2000,"1.369,90","1.343,50","1.380,30","1.343,50",,,,,,,08.12.2000,02/06/2001,,,,
07.12.2000,"1.343,50","1.351,50","1.353,50","1.339,30",,,,,,,07.12.2000,02/05/2001,,,,
06.12.2000,"1.351,50","1.376,50","1.376,50","1.346,20",,,,,,,06.12.2000,02/02/2001,,,,
05.12.2000,"1.376,50","1.325,00","1.376,60","1.325,00",,,,,,,05.12.2000,02/01/2001,,,,
04.12.2000,"1.325,00","1.315,20","1.332,10","1.310,20",,,,,,,04.12.2000,01/31/2001,,,,
01.12.2000,"1.315,20","1.315,00","1.334,70","1.307,00",,,,,,,01.12.2000,01/30/2001,,,,
30.11.2000,"1.315,00","1.341,90","1.341,90","1.294,90",,,,,,,30.11.2000,01/29/2001,,,,
29.11.2000,"1.341,90","1.336,10","1.352,40","1.329,30",,,,,,,29.11.2000,01/26/2001,,,,
28.11.2000,"1.336,10","1.349,00","1.358,80","1.335,00",,,,,,,28.11.2000,01/25/2001,,,,
27.11.2000,"1.349,00","1.341,80","1.362,50","1.341,80",,,,,,,27.11.2000,01/24/2001,,,,
24.11.2000,"1.341,80","1.322,40","1.343,80","1.322,40",,,,,,,24.11.2000,01/23/2001,,,,
22.11.2000,"1.322,40","1.347,30","1.347,30","1.321,90",,,,,,,22.11.2000,01/22/2001,,,,
21.11.2000,"1.347,30","1.342,60","1.355,90","1.333,60",,,,,,,21.11.2000,01/19/2001,,,,
20.11.2000,"1.342,60","1.367,70","1.367,70","1.341,70",,,,,,,20.11.2000,01/18/2001,,,,
17.11.2000,"1.367,70","1.372,30","1.384,80","1.355,50",,,,,,,17.11.2000,01/17/2001,,,,
16.11.2000,"1.372,30","1.389,80","1.394,70","1.370,40",,,,,,,16.11.2000,01/16/2001,,,,
15.11.2000,"1.389,80","1.383,00","1.396,00","1.374,80",,,,,,,15.11.2000,01/15/2001,,,,
14.11.2000,"1.383,00","1.351,30","1.390,10","1.351,30",,,,,,,14.11.2000,01/12/2001,,,,
13.11.2000,"1.351,30","1.366,00","1.366,00","1.328,60",,,,,,,13.11.2000,01/11/2001,,,,
10.11.2000,"1.366,00","1.400,10","1.400,10","1.366,00",,,,,,,10.11.2000,01/10/2001,,,,
09.11.2000,"1.400,10","1.409,30","1.409,30","1.369,70",,,,,,,09.11.2000,01/09/2001,,,,
08.11.2000,"1.409,30","1.431,90","1.437,30","1.408,80",,,,,,,08.11.2000,01/08/2001,,,,
07.11.2000,"1.431,90","1.432,20","1.436,20","1.423,30",,,,,,,07.11.2000,01/05/2001,,,,
06.11.2000,"1.432,20","1.428,80","1.438,50","1.427,70",,,,,,,06.11.2000,01/04/2001,,,,
03.11.2000,"1.426,70","1.428,30","1.433,20","1.420,90",,,,,,,03.11.2000,01/03/2001,,,,
02.11.2000,"1.428,30","1.421,20","1.433,30","1.421,10",,,,,,,02.11.2000,01/02/2001,,,,
01.11.2000,"1.421,20","1.429,40","1.429,60","1.410,50",,,,,,,01.11.2000,01/01/2001,,,,
31.10.2000,"1.429,40","1.398,70","1.432,20","1.398,70",,,,,,,31.10.2000,12/29/2000,,,,
30.10.2000,"1.398,70","1.379,60","1.406,40","1.376,90",,,,,,,30.10.2000,12/28/2000,,,,
27.10.2000,"1.379,60","1.364,40","1.384,60","1.364,10",,,,,,,27.10.2000,12/27/2000,,,,
26.10.2000,"1.364,40","1.364,90","1.372,70","1.337,80",,,,,,,26.10.2000,12/26/2000,,,,
25.10.2000,"1.364,90","1.398,10","1.398,10","1.362,20",,,,,,,25.10.2000,12/25/2000,,,,
24.10.2000,"1.398,10","1.395,80","1.415,60","1.388,10",,,,,,,24.10.2000,12/22/2000,,,,
23.10.2000,"1.395,80","1.396,90","1.407,00","1.387,80",,,,,,,23.10.2000,12/21/2000,,,,
20.10.2000,"1.396,90","1.388,80","1.408,50","1.382,20",,,,,,,20.10.2000,12/20/2000,,,,
