Date,Open,High,Low,Close,,,,,,,Date SP,Date EUR,,,,
08.10.2007,"1.552,58","1.556,51","1.556,51","1.549,00",,,,,,,08.10.2007,10/08/2007,,,,
05.10.2007,"1.557,59","1.543,84","1.561,91","1.543,84",,,,,,,05.10.2007,10/05/2007,,,,
04.10.2007,"1.542,84","1.539,91","1.544,02","1.537,63",,,,,,,04.10.2007,10/04/2007,,,,
03.10.2007,"1.539,59","1.545,80","1.545,84","1.536,34",,,,,,,03.10.2007,10/03/2007,,,,
02.10.2007,"1.546,63","1.546,96","1.548,01","1.540,37",,,,,,,02.10.2007,10/02/2007,,,,
01.10.2007,"1.547,04","1.527,29","1.549,02","1.527,25",,,,,,,01.10.2007,10/01/2007,,,,
28.09.2007,"1.526,80","1.531,20","1.533,70","1.522,00",,,,,,,28.09.2007,09/28/2007,,,,
27.09.2007,"1.531,38","1.527,32","1.532,46","1.525,81",,,,,,,27.09.2007,09/27/2007,,,,
26.09.2007,"1.525,42","1.518,62","1.529,39","1.518,62",,,,,,,26.09.2007,09/26/2007,,,,
25.09.2007,"1.517,21","1.516,34","1.518,27","1.507,13",,,,,,,25.09.2007,09/25/2007,,,,
24.09.2007,"1.517,73","1.525,75","1.530,18","1.516,15",,,,,,,24.09.2007,09/24/2007,,,,
21.09.2007,"1.525,75","1.518,75","1.530,89","1.518,75",,,,,,,21.09.2007,09/21/2007,,,,
20.09.2007,"1.518,75","1.528,69","1.529,14","1.516,42",,,,,,,20.09.2007,09/20/2007,,,,
19.09.2007,"1.529,03","1.519,75","1.538,74","1.519,75",,,,,,,19.09.2007,09/19/2007,,,,
18.09.2007,"1.519,78","1.476,63","1.519,89","1.476,63",,,,,,,18.09.2007,09/18/2007,,,,
17.09.2007,"1.476,65","1.484,24","1.484,24","1.471,82",,,,,,,17.09.2007,09/17/2007,,,,
14.09.2007,"1.484,25","1.483,95","1.485,99","1.473,18",,,,,,,14.09.2007,09/14/2007,,,,
13.09.2007,"1.483,95","1.471,47","1.489,58","1.471,47",,,,,,,13.09.2007,09/13/2007,,,,
12.09.2007,"1.471,56","1.471,10","1.479,50","1.465,75",,,,,,,12.09.2007,09/12/2007,,,,
11.09.2007,"1.471,49","1.451,69","1.472,48","1.451,69",,,,,,,11.09.2007,09/11/2007,,,,
10.09.2007,"1.451,70","1.453,50","1.462,25","1.439,29",,,,,,,10.09.2007,09/10/2007,,,,
07.09.2007,"1.453,55","1.478,55","1.478,55","1.449,07",,,,,,,07.09.2007,09/07/2007,,,,
06.09.2007,"1.478,55","1.472,03","1.481,49","1.467,41",,,,,,,06.09.2007,09/06/2007,,,,
05.09.2007,"1.472,29","1.488,76","1.488,76","1.466,34",,,,,,,05.09.2007,09/05/2007,,,,
04.09.2007,"1.489,42","1.473,96","1.496,40","1.472,15",,,,,,,04.09.2007,09/04/2007,,,,
31.08.2007,"1.473,99","1.457,61","1.481,47","1.457,61",,,,,,,31.08.2007,08/31/2007,,,,
30.08.2007,"1.457,64","1.463,67","1.468,43","1.451,25",,,,,,,30.08.2007,08/30/2007,,,,
29.08.2007,"1.463,76","1.432,01","1.463,76","1.432,01",,,,,,,29.08.2007,08/29/2007,,,,
28.08.2007,"1.432,36","1.466,72","1.466,72","1.432,01",,,,,,,28.08.2007,08/28/2007,,,,
27.08.2007,"1.466,79","1.479,36","1.479,36","1.465,98",,,,,,,27.08.2007,08/27/2007,,,,
24.08.2007,"1.479,37","1.462,34","1.479,40","1.460,54",,,,,,,24.08.2007,08/24/2007,,,,
23.08.2007,"1.462,50","1.464,05","1.472,06","1.453,88",,,,,,,23.08.2007,08/23/2007,,,,
22.08.2007,"1.464,07","1.447,03","1.464,86","1.447,03",,,,,,,22.08.2007,08/22/2007,,,,
21.08.2007,"1.447,12","1.445,55","1.455,32","1.439,76",,,,,,,21.08.2007,08/21/2007,,,,
20.08.2007,"1.445,55","1.445,94","1.451,75","1.430,54",,,,,,,20.08.2007,08/20/2007,,,,
17.08.2007,"1.445,94","1.411,26","1.450,33","1.411,26",,,,,,,17.08.2007,08/17/2007,,,,
16.08.2007,"1.411,27","1.406,64","1.415,97","1.370,60",,,,,,,16.08.2007,08/16/2007,,,,
15.08.2007,"1.406,70","1.426,15","1.440,78","1.404,36",,,,,,,15.08.2007,08/15/2007,,,,
14.08.2007,"1.426,54","1.452,87","1.456,74","1.426,20",,,,,,,14.08.2007,08/14/2007,,,,
13.08.2007,"1.452,92","1.453,42","1.466,29","1.451,54",,,,,,,13.08.2007,08/13/2007,,,,
10.08.2007,"1.453,64","1.453,09","1.462,02","1.429,74",,,,,,,10.08.2007,08/10/2007,,,,
09.08.2007,"1.453,09","1.497,21","1.497,21","1.453,09",,,,,,,09.08.2007,08/09/2007,,,,
08.08.2007,"1.497,49","1.476,22","1.503,89","1.476,22",,,,,,,08.08.2007,08/08/2007,,,,
07.08.2007,"1.476,71","1.467,62","1.488,30","1.455,80",,,,,,,07.08.2007,08/07/2007,,,,
06.08.2007,"1.467,67","1.433,04","1.467,67","1.427,39",,,,,,,06.08.2007,08/06/2007,,,,
03.08.2007,"1.433,06","1.472,18","1.473,23","1.432,80",,,,,,,03.08.2007,08/03/2007,,,,
02.08.2007,"1.472,20","1.465,46","1.476,43","1.460,58",,,,,,,02.08.2007,08/02/2007,,,,
01.08.2007,"1.465,81","1.455,18","1.468,38","1.439,59",,,,,,,01.08.2007,08/01/2007,,,,
31.07.2007,"1.455,27","1.473,90","1.488,30","1.454,25",,,,,,,31.07.2007,07/31/2007,,,,
30.07.2007,"1.473,91","1.458,93","1.477,88","1.454,32",,,,,,,30.07.2007,07/30/2007,,,,
27.07.2007,"1.458,95","1.482,44","1.488,53","1.458,95",,,,,,,27.07.2007,07/27/2007,,,,
26.07.2007,"1.482,66","1.518,09","1.518,09","1.465,30",,,,,,,26.07.2007,07/26/2007,,,,
25.07.2007,"1.518,09","1.511,03","1.524,31","1.503,73",,,,,,,25.07.2007,07/25/2007,,,,
24.07.2007,"1.511,04","1.541,57","1.541,57","1.508,62",,,,,,,24.07.2007,07/24/2007,,,,
23.07.2007,"1.541,57","1.534,06","1.547,23","1.534,06",,,,,,,23.07.2007,07/23/2007,,,,
20.07.2007,"1.534,10","1.553,19","1.553,19","1.529,20",,,,,,,20.07.2007,07/20/2007,,,,
19.07.2007,"1.553,08","1.546,13","1.555,20","1.546,13",,,,,,,19.07.2007,07/19/2007,,,,
18.07.2007,"1.546,17","1.549,20","1.549,20","1.533,67",,,,,,,18.07.2007,07/18/2007,,,,
17.07.2007,"1.549,37","1.549,52","1.555,32","1.547,74",,,,,,,17.07.2007,07/17/2007,,,,
16.07.2007,"1.549,52","1.552,50","1.555,90","1.546,69",,,,,,,16.07.2007,07/16/2007,,,,
13.07.2007,"1.552,50","1.547,68","1.555,10","1.544,85",,,,,,,13.07.2007,07/13/2007,,,,
12.07.2007,"1.547,70","1.518,74","1.547,92","1.518,74",,,,,,,12.07.2007,07/12/2007,,,,
11.07.2007,"1.518,76","1.509,93","1.519,34","1.506,10",,,,,,,11.07.2007,07/11/2007,,,,
10.07.2007,"1.510,12","1.531,85","1.531,85","1.510,01",,,,,,,10.07.2007,07/10/2007,,,,
09.07.2007,"1.531,85","1.530,43","1.534,26","1.527,45",,,,,,,09.07.2007,07/09/2007,,,,
06.07.2007,"1.530,44","1.524,96","1.532,40","1.520,47",,,,,,,06.07.2007,07/06/2007,,,,
05.07.2007,"1.525,40","1.524,86","1.526,57","1.517,72",,,,,,,05.07.2007,07/05/2007,,,,
03.07.2007,"1.524,87","1.519,12","1.526,01","1.519,12",,,,,,,03.07.2007,07/03/2007,,,,
02.07.2007,"1.519,43","1.504,66","1.519,45","1.504,66",,,,,,,02.07.2007,07/02/2007,,,,
29.06.2007,"1.503,35","1.505,70","1.517,53","1.493,61",,,,,,,29.06.2007,06/29/2007,,,,
28.06.2007,"1.505,71","1.506,32","1.514,84","1.503,41",,,,,,,28.06.2007,06/28/2007,,,,
27.06.2007,"1.506,34","1.492,62","1.506,80","1.484,18",,,,,,,27.06.2007,06/27/2007,,,,
26.06.2007,"1.492,89","1.497,68","1.506,12","1.490,54",,,,,,,26.06.2007,06/26/2007,,,,
25.06.2007,"1.497,74","1.502,56","1.514,29","1.492,68",,,,,,,25.06.2007,06/25/2007,,,,
22.06.2007,"1.502,56","1.522,19","1.522,19","1.500,74",,,,,,,22.06.2007,06/22/2007,,,,
21.06.2007,"1.522,19","1.512,50","1.522,90","1.504,75",,,,,,,21.06.2007,06/21/2007,,,,
20.06.2007,"1.512,84","1.533,68","1.537,32","1.512,36",,,,,,,20.06.2007,06/20/2007,,,,
19.06.2007,"1.533,70","1.531,02","1.535,85","1.525,67",,,,,,,19.06.2007,06/19/2007,,,,
18.06.2007,"1.531,05","1.532,90","1.535,44","1.529,31",,,,,,,18.06.2007,06/18/2007,,,,
15.06.2007,"1.532,91","1.522,97","1.538,71","1.522,97",,,,,,,15.06.2007,06/15/2007,,,,
14.06.2007,"1.522,97","1.515,58","1.526,45","1.515,58",,,,,,,14.06.2007,06/14/2007,,,,
13.06.2007,"1.515,67","1.492,65","1.515,70","1.492,65",,,,,,,13.06.2007,06/13/2007,,,,
12.06.2007,"1.493,00","1.509,12","1.511,33","1.492,97",,,,,,,12.06.2007,06/12/2007,,,,
11.06.2007,"1.509,12","1.507,64","1.515,53","1.503,35",,,,,,,11.06.2007,06/11/2007,,,,
08.06.2007,"1.507,67","1.490,71","1.507,76","1.487,41",,,,,,,08.06.2007,06/08/2007,,,,
07.06.2007,"1.490,72","1.517,36","1.517,36","1.490,37",,,,,,,07.06.2007,06/07/2007,,,,
06.06.2007,"1.517,38","1.530,57","1.530,57","1.514,13",,,,,,,06.06.2007,06/06/2007,,,,
05.06.2007,"1.530,95","1.539,12","1.539,12","1.525,62",,,,,,,05.06.2007,06/05/2007,,,,
04.06.2007,"1.539,18","1.536,28","1.540,53","1.532,31",,,,,,,04.06.2007,06/04/2007,,,,
01.06.2007,"1.536,34","1.530,62","1.540,56","1.530,62",,,,,,,01.06.2007,06/01/2007,,,,
31.05.2007,"1.530,62","1.530,19","1.535,56","1.528,26",,,,,,,31.05.2007,05/31/2007,,,,
30.05.2007,"1.530,23","1.517,60","1.530,23","1.510,06",,,,,,,30.05.2007,05/30/2007,,,,
29.05.2007,"1.518,11","1.515,55","1.521,80","1.512,02",,,,,,,29.05.2007,05/29/2007,,,,
25.05.2007,"1.515,73","1.507,50","1.517,41","1.507,50",,,,,,,25.05.2007,05/25/2007,,,,
24.05.2007,"1.507,51","1.522,10","1.529,31","1.505,18",,,,,,,24.05.2007,05/24/2007,,,,
23.05.2007,"1.522,28","1.524,09","1.532,43","1.521,90",,,,,,,23.05.2007,05/23/2007,,,,
22.05.2007,"1.524,12","1.525,10","1.529,24","1.522,05",,,,,,,22.05.2007,05/22/2007,,,,
21.05.2007,"1.525,10","1.522,75","1.529,87","1.522,71",,,,,,,21.05.2007,05/21/2007,,,,
18.05.2007,"1.522,75","1.512,74","1.522,75","1.512,74",,,,,,,18.05.2007,05/18/2007,,,,
17.05.2007,"1.512,75","1.514,01","1.517,14","1.509,29",,,,,,,17.05.2007,05/17/2007,,,,
16.05.2007,"1.514,14","1.500,75","1.514,15","1.500,75",,,,,,,16.05.2007,05/16/2007,,,,
15.05.2007,"1.501,19","1.503,11","1.514,83","1.500,43",,,,,,,15.05.2007,05/15/2007,,,,
14.05.2007,"1.503,15","1.505,76","1.510,90","1.498,34",,,,,,,14.05.2007,05/14/2007,,,,
11.05.2007,"1.505,85","1.491,47","1.506,24","1.491,47",,,,,,,11.05.2007,05/11/2007,,,,
10.05.2007,"1.491,47","1.512,33","1.512,33","1.491,42",,,,,,,10.05.2007,05/10/2007,,,,
09.05.2007,"1.512,58","1.507,32","1.513,80","1.503,77",,,,,,,09.05.2007,05/09/2007,,,,
08.05.2007,"1.507,72","1.509,36","1.509,36","1.500,66",,,,,,,08.05.2007,05/08/2007,,,,
07.05.2007,"1.509,48","1.505,57","1.511,00","1.505,54",,,,,,,07.05.2007,05/07/2007,,,,
04.05.2007,"1.505,62","1.502,35","1.510,34","1.501,80",,,,,,,04.05.2007,05/04/2007,,,,
03.05.2007,"1.502,39","1.495,56","1.503,34","1.495,56",,,,,,,03.05.2007,05/03/2007,,,,
02.05.2007,"1.495,92","1.486,13","1.499,10","1.486,13",,,,,,,02.05.2007,05/02/2007,,,,
01.05.2007,"1.486,30","1.482,37","1.487,27","1.476,70",,,,,,,01.05.2007,05/01/2007,,,,
30.04.2007,"1.482,37","1.494,07","1.497,16","1.482,29",,,,,,,30.04.2007,04/30/2007,,,,
27.04.2007,"1.494,07","1.494,21","1.497,32","1.488,67",,,,,,,27.04.2007,04/27/2007,,,,
26.04.2007,"1.494,25","1.495,27","1.498,02","1.491,17",,,,,,,26.04.2007,04/26/2007,,,,
25.04.2007,"1.495,42","1.480,28","1.496,59","1.480,28",,,,,,,25.04.2007,04/25/2007,,,,
24.04.2007,"1.480,41","1.480,93","1.483,82","1.473,74",,,,,,,24.04.2007,04/24/2007,,,,
23.04.2007,"1.480,93","1.484,33","1.487,32","1.480,19",,,,,,,23.04.2007,04/23/2007,,,,
20.04.2007,"1.484,35","1.470,69","1.484,74","1.470,69",,,,,,,20.04.2007,04/20/2007,,,,
19.04.2007,"1.470,73","1.472,48","1.474,23","1.464,47",,,,,,,19.04.2007,04/19/2007,,,,
18.04.2007,"1.472,50","1.471,47","1.476,57","1.466,41",,,,,,,18.04.2007,04/18/2007,,,,
17.04.2007,"1.471,48","1.468,47","1.474,35","1.467,15",,,,,,,17.04.2007,04/17/2007,,,,
16.04.2007,"1.468,33","1.452,84","1.468,62","1.452,84",,,,,,,16.04.2007,04/16/2007,,,,
13.04.2007,"1.452,85","1.447,80","1.453,11","1.444,15",,,,,,,13.04.2007,04/13/2007,,,,
12.04.2007,"1.447,80","1.438,87","1.448,02","1.433,91",,,,,,,12.04.2007,04/12/2007,,,,
11.04.2007,"1.438,87","1.448,23","1.448,39","1.436,15",,,,,,,11.04.2007,04/11/2007,,,,
10.04.2007,"1.448,39","1.444,58","1.448,73","1.443,99",,,,,,,10.04.2007,04/10/2007,,,,
09.04.2007,"1.444,61","1.443,77","1.448,10","1.443,28",,,,,,,09.04.2007,04/09/2007,,,,
05.04.2007,"1.443,76","1.438,94","1.444,88","1.436,67",,,,,,,05.04.2007,04/05/2007,,,,
04.04.2007,"1.439,37","1.437,75","1.440,16","1.435,08",,,,,,,04.04.2007,04/04/2007,,,,
03.04.2007,"1.437,77","1.424,27","1.440,57","1.424,27",,,,,,,03.04.2007,04/03/2007,,,,
02.04.2007,"1.424,55","1.420,83","1.425,49","1.416,37",,,,,,,02.04.2007,04/02/2007,,,,
30.03.2007,"1.420,86","1.422,52","1.429,22","1.408,90",,,,,,,30.03.2007,03/30/2007,,,,
29.03.2007,"1.422,53","1.417,17","1.426,24","1.413,27",,,,,,,29.03.2007,03/29/2007,,,,
28.03.2007,"1.417,23","1.428,35","1.428,35","1.414,07",,,,,,,28.03.2007,03/28/2007,,,,
27.03.2007,"1.428,61","1.437,49","1.437,49","1.425,54",,,,,,,27.03.2007,03/27/2007,,,,
26.03.2007,"1.437,50","1.436,11","1.437,65","1.423,28",,,,,,,26.03.2007,03/26/2007,,,,
23.03.2007,"1.436,11","1.434,54","1.438,89","1.433,21",,,,,,,23.03.2007,03/23/2007,,,,
22.03.2007,"1.434,54","1.435,04","1.437,66","1.429,88",,,,,,,22.03.2007,03/22/2007,,,,
21.03.2007,"1.435,04","1.410,92","1.437,77","1.409,75",,,,,,,21.03.2007,03/21/2007,,,,
20.03.2007,"1.410,94","1.402,04","1.411,53","1.400,70",,,,,,,20.03.2007,03/20/2007,,,,
19.03.2007,"1.402,06","1.386,95","1.403,20","1.386,95",,,,,,,19.03.2007,03/19/2007,,,,
16.03.2007,"1.386,95","1.392,28","1.397,51","1.383,63",,,,,,,16.03.2007,03/16/2007,,,,
15.03.2007,"1.392,28","1.387,11","1.395,73","1.385,16",,,,,,,15.03.2007,03/15/2007,,,,
14.03.2007,"1.387,17","1.377,86","1.388,09","1.363,98",,,,,,,14.03.2007,03/14/2007,,,,
13.03.2007,"1.377,95","1.406,23","1.406,23","1.377,71",,,,,,,13.03.2007,03/13/2007,,,,
12.03.2007,"1.406,60","1.402,80","1.409,34","1.398,40",,,,,,,12.03.2007,03/12/2007,,,,
09.03.2007,"1.402,84","1.401,89","1.410,15","1.397,30",,,,,,,09.03.2007,03/09/2007,,,,
08.03.2007,"1.401,89","1.391,88","1.407,93","1.391,88",,,,,,,08.03.2007,03/08/2007,,,,
07.03.2007,"1.391,97","1.395,02","1.401,16","1.390,64",,,,,,,07.03.2007,03/07/2007,,,,
06.03.2007,"1.395,41","1.374,06","1.397,90","1.374,06",,,,,,,06.03.2007,03/06/2007,,,,
05.03.2007,"1.374,12","1.387,11","1.391,86","1.373,97",,,,,,,05.03.2007,03/05/2007,,,,
02.03.2007,"1.387,17","1.403,16","1.403,40","1.386,87",,,,,,,02.03.2007,03/02/2007,,,,
01.03.2007,"1.403,17","1.406,80","1.409,46","1.380,87",,,,,,,01.03.2007,03/01/2007,,,,
28.02.2007,"1.406,82","1.398,64","1.415,89","1.396,65",,,,,,,28.02.2007,02/28/2007,,,,
27.02.2007,"1.399,04","1.449,25","1.449,25","1.389,42",,,,,,,27.02.2007,02/27/2007,,,,
26.02.2007,"1.449,37","1.451,04","1.456,95","1.445,48",,,,,,,26.02.2007,02/26/2007,,,,
23.02.2007,"1.451,19","1.456,22","1.456,22","1.448,36",,,,,,,23.02.2007,02/23/2007,,,,
22.02.2007,"1.456,38","1.457,29","1.461,57","1.450,51",,,,,,,22.02.2007,02/22/2007,,,,
21.02.2007,"1.457,63","1.459,60","1.459,60","1.452,02",,,,,,,21.02.2007,02/21/2007,,,,
20.02.2007,"1.459,68","1.455,53","1.460,53","1.449,20",,,,,,,20.02.2007,02/20/2007,,,,
16.02.2007,"1.455,54","1.456,77","1.456,77","1.451,57",,,,,,,16.02.2007,02/16/2007,,,,
15.02.2007,"1.456,81","1.455,15","1.457,97","1.453,19",,,,,,,15.02.2007,02/15/2007,,,,
14.02.2007,"1.455,30","1.443,91","1.457,65","1.443,91",,,,,,,14.02.2007,02/14/2007,,,,
13.02.2007,"1.444,26","1.433,22","1.444,41","1.433,22",,,,,,,13.02.2007,02/13/2007,,,,
12.02.2007,"1.433,37","1.438,00","1.439,11","1.431,44",,,,,,,12.02.2007,02/12/2007,,,,
09.02.2007,"1.438,06","1.448,25","1.452,45","1.433,44",,,,,,,09.02.2007,02/09/2007,,,,
08.02.2007,"1.448,31","1.449,99","1.450,45","1.442,81",,,,,,,08.02.2007,02/08/2007,,,,
07.02.2007,"1.450,02","1.447,41","1.452,99","1.446,44",,,,,,,07.02.2007,02/07/2007,,,,
06.02.2007,"1.448,00","1.446,98","1.450,19","1.443,40",,,,,,,06.02.2007,02/06/2007,,,,
05.02.2007,"1.446,99","1.448,33","1.449,38","1.443,85",,,,,,,05.02.2007,02/05/2007,,,,
02.02.2007,"1.448,39","1.445,94","1.449,33","1.444,49",,,,,,,02.02.2007,02/02/2007,,,,
01.02.2007,"1.445,94","1.437,90","1.446,64","1.437,90",,,,,,,01.02.2007,02/01/2007,,,,
31.01.2007,"1.438,24","1.428,65","1.441,61","1.424,78",,,,,,,31.01.2007,01/31/2007,,,,
30.01.2007,"1.428,82","1.420,61","1.428,82","1.420,61",,,,,,,30.01.2007,01/30/2007,,,,
29.01.2007,"1.420,62","1.422,03","1.426,94","1.418,46",,,,,,,29.01.2007,01/29/2007,,,,
26.01.2007,"1.422,18","1.423,90","1.427,27","1.416,96",,,,,,,26.01.2007,01/26/2007,,,,
25.01.2007,"1.423,90","1.440,12","1.440,69","1.422,34",,,,,,,25.01.2007,01/25/2007,,,,
24.01.2007,"1.440,13","1.427,96","1.440,14","1.427,96",,,,,,,24.01.2007,01/24/2007,,,,
23.01.2007,"1.427,99","1.422,95","1.431,33","1.421,66",,,,,,,23.01.2007,01/23/2007,,,,
22.01.2007,"1.422,95","1.430,47","1.431,39","1.420,40",,,,,,,22.01.2007,01/22/2007,,,,
19.01.2007,"1.430,50","1.426,35","1.431,57","1.425,19",,,,,,,19.01.2007,01/19/2007,,,,
18.01.2007,"1.426,37","1.430,59","1.432,96","1.424,21",,,,,,,18.01.2007,01/18/2007,,,,
17.01.2007,"1.430,62","1.431,77","1.435,27","1.428,57",,,,,,,17.01.2007,01/17/2007,,,,
16.01.2007,"1.431,90","1.430,73","1.433,93","1.428,62",,,,,,,16.01.2007,01/16/2007,,,,
12.01.2007,"1.430,73","1.423,82","1.431,23","1.422,58",,,,,,,12.01.2007,01/12/2007,,,,
11.01.2007,"1.423,82","1.414,84","1.427,12","1.414,84",,,,,,,11.01.2007,01/11/2007,,,,
10.01.2007,"1.414,85","1.408,70","1.415,99","1.405,32",,,,,,,10.01.2007,01/10/2007,,,,
09.01.2007,"1.412,11","1.412,84","1.415,61","1.405,42",,,,,,,09.01.2007,01/09/2007,,,,
08.01.2007,"1.412,84","1.409,26","1.414,98","1.403,97",,,,,,,08.01.2007,01/08/2007,,,,
05.01.2007,"1.409,71","1.418,34","1.418,34","1.405,75",,,,,,,05.01.2007,01/05/2007,,,,
04.01.2007,"1.418,34","1.416,60","1.421,84","1.408,43",,,,,,,04.01.2007,01/04/2007,,,,
03.01.2007,"1.416,60","1.418,03","1.429,42","1.407,86",,,,,,,03.01.2007,01/03/2007,,,,
29.12.2006,"1.418,30","1.424,71","1.427,00","1.416,84",,,,,,,29.12.2006,12/29/2006,,,,
28.12.2006,"1.424,73","1.426,77","1.427,26","1.422,05",,,,,,,28.12.2006,12/28/2006,,,,
27.12.2006,"1.426,84","1.416,63","1.427,72","1.416,63",,,,,,,27.12.2006,12/27/2006,,,,
26.12.2006,"1.416,90","1.410,75","1.417,91","1.410,45",,,,,,,26.12.2006,12/26/2006,,,,
22.12.2006,"1.410,76","1.418,10","1.418,82","1.410,28",,,,,,,22.12.2006,12/22/2006,,,,
21.12.2006,"1.418,30","1.423,20","1.426,40","1.415,90",,,,,,,21.12.2006,12/21/2006,,,,
20.12.2006,"1.423,53","1.425,51","1.429,05","1.423,51",,,,,,,20.12.2006,12/20/2006,,,,
19.12.2006,"1.425,55","1.422,42","1.428,30","1.414,88",,,,,,,19.12.2006,12/19/2006,,,,
18.12.2006,"1.422,48","1.427,08","1.431,81","1.420,65",,,,,,,18.12.2006,12/18/2006,,,,
15.12.2006,"1.427,09","1.425,48","1.431,63","1.425,48",,,,,,,15.12.2006,12/15/2006,,,,
14.12.2006,"1.425,49","1.413,16","1.427,23","1.413,16",,,,,,,14.12.2006,12/14/2006,,,,
13.12.2006,"1.413,21","1.411,32","1.416,64","1.411,05",,,,,,,13.12.2006,12/13/2006,,,,
12.12.2006,"1.411,56","1.413,00","1.413,78","1.404,75",,,,,,,12.12.2006,12/12/2006,,,,
11.12.2006,"1.413,04","1.409,81","1.415,60","1.408,56",,,,,,,11.12.2006,12/11/2006,,,,
08.12.2006,"1.409,84","1.407,27","1.414,09","1.403,67",,,,,,,08.12.2006,12/08/2006,,,,
07.12.2006,"1.407,29","1.412,86","1.418,27","1.406,80",,,,,,,07.12.2006,12/07/2006,,,,
06.12.2006,"1.412,90","1.414,40","1.415,93","1.411,05",,,,,,,06.12.2006,12/06/2006,,,,
05.12.2006,"1.414,76","1.409,10","1.415,27","1.408,78",,,,,,,05.12.2006,12/05/2006,,,,
04.12.2006,"1.409,12","1.396,67","1.411,23","1.396,67",,,,,,,04.12.2006,12/04/2006,,,,
01.12.2006,"1.396,71","1.400,63","1.402,46","1.385,93",,,,,,,01.12.2006,12/01/2006,,,,
30.11.2006,"1.400,63","1.399,47","1.406,30","1.393,83",,,,,,,30.11.2006,11/30/2006,,,,
29.11.2006,"1.399,48","1.386,11","1.401,14","1.386,11",,,,,,,29.11.2006,11/29/2006,,,,
28.11.2006,"1.386,72","1.381,61","1.387,91","1.377,83",,,,,,,28.11.2006,11/28/2006,,,,
27.11.2006,"1.381,96","1.400,95","1.400,95","1.381,44",,,,,,,27.11.2006,11/27/2006,,,,
24.11.2006,"1.400,95","1.405,94","1.405,94","1.399,25",,,,,,,24.11.2006,11/24/2006,,,,
22.11.2006,"1.406,09","1.402,69","1.407,89","1.402,26",,,,,,,22.11.2006,11/22/2006,,,,
21.11.2006,"1.402,81","1.400,43","1.403,49","1.399,99",,,,,,,21.11.2006,11/21/2006,,,,
20.11.2006,"1.400,50","1.401,17","1.404,37","1.397,85",,,,,,,20.11.2006,11/20/2006,,,,
17.11.2006,"1.401,20","1.399,76","1.401,21","1.394,55",,,,,,,17.11.2006,11/17/2006,,,,
16.11.2006,"1.399,76","1.396,53","1.403,76","1.396,53",,,,,,,16.11.2006,11/16/2006,,,,
15.11.2006,"1.396,57","1.392,91","1.401,35","1.392,13",,,,,,,15.11.2006,11/15/2006,,,,
14.11.2006,"1.393,22","1.384,36","1.394,49","1.379,07",,,,,,,14.11.2006,11/14/2006,,,,
13.11.2006,"1.384,42","1.380,58","1.387,61","1.378,80",,,,,,,13.11.2006,11/13/2006,,,,
10.11.2006,"1.380,90","1.378,33","1.381,04","1.375,60",,,,,,,10.11.2006,11/10/2006,,,,
09.11.2006,"1.378,33","1.385,43","1.388,92","1.377,31",,,,,,,09.11.2006,11/09/2006,,,,
08.11.2006,"1.385,72","1.382,50","1.388,61","1.379,33",,,,,,,08.11.2006,11/08/2006,,,,
07.11.2006,"1.382,84","1.379,75","1.388,19","1.379,19",,,,,,,07.11.2006,11/07/2006,,,,
06.11.2006,"1.379,78","1.364,27","1.381,40","1.364,27",,,,,,,06.11.2006,11/06/2006,,,,
03.11.2006,"1.364,30","1.367,31","1.371,68","1.360,98",,,,,,,03.11.2006,11/03/2006,,,,
02.11.2006,"1.367,34","1.367,44","1.368,39","1.362,21",,,,,,,02.11.2006,11/02/2006,,,,
01.11.2006,"1.367,81","1.377,76","1.381,95","1.366,26",,,,,,,01.11.2006,11/01/2006,,,,
31.10.2006,"1.377,94","1.377,93","1.381,21","1.372,19",,,,,,,31.10.2006,10/31/2006,,,,
30.10.2006,"1.377,93","1.377,30","1.381,22","1.373,46",,,,,,,30.10.2006,10/30/2006,,,,
27.10.2006,"1.377,34","1.388,89","1.388,89","1.375,85",,,,,,,27.10.2006,10/27/2006,,,,
26.10.2006,"1.389,08","1.382,21","1.389,45","1.379,47",,,,,,,26.10.2006,10/26/2006,,,,
25.10.2006,"1.382,22","1.377,36","1.383,61","1.376,00",,,,,,,25.10.2006,10/25/2006,,,,
24.10.2006,"1.377,38","1.377,02","1.377,78","1.372,42",,,,,,,24.10.2006,10/24/2006,,,,
23.10.2006,"1.377,02","1.368,58","1.377,40","1.363,94",,,,,,,23.10.2006,10/23/2006,,,,
20.10.2006,"1.368,60","1.366,94","1.368,66","1.362,10",,,,,,,20.10.2006,10/20/2006,,,,
19.10.2006,"1.366,96","1.365,95","1.368,09","1.362,06",,,,,,,19.10.2006,10/19/2006,,,,
18.10.2006,"1.365,80","1.363,93","1.372,87","1.360,95",,,,,,,18.10.2006,10/18/2006,,,,
17.10.2006,"1.364,05","1.369,05","1.369,05","1.356,87",,,,,,,17.10.2006,10/17/2006,,,,
16.10.2006,"1.369,06","1.365,61","1.370,20","1.364,48",,,,,,,16.10.2006,10/16/2006,,,,
13.10.2006,"1.365,62","1.362,82","1.366,63","1.360,50",,,,,,,13.10.2006,10/13/2006,,,,
12.10.2006,"1.362,83","1.349,94","1.363,76","1.349,94",,,,,,,12.10.2006,10/12/2006,,,,
11.10.2006,"1.349,95","1.353,28","1.353,97","1.343,57",,,,,,,11.10.2006,10/11/2006,,,,
